"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:1902107","positive regulation of leukocyte differentiation",170,0.38902922056429,1.54559690945981,0.00251534783306722,0.0177790789327233,0.0136340226280029,3541,"tags=43%, list=23%, signal=33%","3601/695/972/3594/1230/11221/3600/11006/8767/7040/3122/942/133522/8651/1540/259307/10288/6776/3123/5788/10385/861/3142/3561/841/8737/941/3965/399/60/604/7124/4853/2124/4179/10892/6688/2621/1435/3574/9308/8943/8477/558/10456/1960/3297/6046/23476/3135/10524/6602/10125/51043/2625/4192/8111/3559/57521/10221/2033/6604/6777/55193/3976/1385/7071/22890/140685/57492/133308/64332/128506"
"GO:1903708","positive regulation of hemopoiesis",170,0.38902922056429,1.54559690945981,0.00251534783306722,0.0177790789327233,0.0136340226280029,3541,"tags=43%, list=23%, signal=33%","3601/695/972/3594/1230/11221/3600/11006/8767/7040/3122/942/133522/8651/1540/259307/10288/6776/3123/5788/10385/861/3142/3561/841/8737/941/3965/399/60/604/7124/4853/2124/4179/10892/6688/2621/1435/3574/9308/8943/8477/558/10456/1960/3297/6046/23476/3135/10524/6602/10125/51043/2625/4192/8111/3559/57521/10221/2033/6604/6777/55193/3976/1385/7071/22890/140685/57492/133308/64332/128506"
"GO:1903146","regulation of autophagy of mitochondrion",52,0.515833719836095,1.70993146372759,0.00253510324203116,0.0178361217245541,0.0136777663290984,2666,"tags=35%, list=17%, signal=29%","64127/25793/23400/7319/160760/54832/7855/706/2629/3099/10645/10456/6720/79594/10059/10013/7157/7416"
"GO:0046902","regulation of mitochondrial membrane permeability",53,0.513569689908339,1.70873093500851,0.00254407494774737,0.0178715357784482,0.013704923867122,2990,"tags=38%, list=19%, signal=31%","120892/10018/5366/578/2729/6774/598/284114/54978/2139/3099/79594/203245/7417/152926/7157/6548/282991/2932/8996"
"GO:0070536","protein K63-linked deubiquitination",27,0.617764576950177,1.77864740937845,0.00257659966120267,0.0180720390456533,0.0138586813307346,2288,"tags=41%, list=15%, signal=35%","57559/1540/29761/54726/23172/220213/7128/23032/55593/9101/10213"
"GO:0070588","calcium ion transmembrane transport",236,0.347419409972558,1.43065530869209,0.00260261388628439,0.018226329962899,0.0139770005004162,2914,"tags=28%, list=19%, signal=23%","4283/116443/5027/6546/817/578/6373/5142/5371/7040/5664/4067/7351/57620/255231/5025/5788/5777/6717/3627/2906/287/5533/2185/114789/2859/80024/1234/9446/2907/2539/1909/55858/64114/1906/3313/2332/2621/1649/1729/84502/10367/6543/51393/8787/623/5663/9033/27069/9474/55151/481/8911/5170/116444/2280/219931/4803/7416/55013/29979/5031/79568/6348/54795/2247"
"GO:0002438","acute inflammatory response to antigenic stimulus",23,0.653340962341542,1.8179896998079,0.00261176945317236,0.0182622646818123,0.0140045573143911,1352,"tags=39%, list=9%, signal=36%","695/3133/718/133396/2214/2209/2207/2215/55829"
"GO:0002448","mast cell mediated immunity",44,0.543568206599721,1.74441126647923,0.00262614930271978,0.0183004813454489,0.0140338640551261,2508,"tags=41%, list=16%, signal=34%","695/8673/4067/6284/2207/3965/5272/57102/5293/8832/8013/8773/8723/2268/5170/56848/6813/10125"
"GO:0010959","regulation of metal ion transport",264,0.351194161182884,1.46858226707229,0.0026293331505581,0.0183004813454489,0.0140338640551261,2771,"tags=29%, list=18%, signal=24%","4283/5027/1318/6546/817/1230/578/6373/5142/5371/482/7040/5664/4067/7351/10288/57620/567/11027/5025/3759/5777/6717/3627/183/287/5533/6352/81542/2185/9465/2859/10859/80024/967/7779/9446/2539/2035/8832/2332/57731/9943/6347/706/1729/4302/84502/51393/8787/623/23630/5155/65266/9474/55151/481/5170/6387/116444/2280/6351/10488/3753/2783/483/4803/9456/88/7416/3958/353514/55013/29979/5031/6781"
"GO:0097193","intrinsic apoptotic signaling pathway",300,0.342152962222986,1.44303495330056,0.0026293331505581,0.0183004813454489,0.0140338640551261,2914,"tags=28%, list=19%, signal=23%","120892/972/3717/25793/79073/10018/5414/5366/578/837/5371/201163/9641/5423/81537/597/9958/5771/1540/3428/4170/9709/7186/8454/497189/5770/27113/1051/3301/598/4683/1026/3429/4582/7124/6714/1984/2907/57600/842/8453/2081/55829/10550/23411/1649/4780/11235/836/79094/1616/10961/5743/8517/4824/6279/26471/83982/2537/5883/4690/602/7159/6387/8451/10488/5580/84334/4193/3090/7157/11035/5326/23604/29979/7314/51657/7132/7805/468/153090/10494/2247"
"GO:0051899","membrane depolarization",69,0.475370118633971,1.65839274275112,0.00265020595882193,0.0183789217102568,0.0140940166486764,1608,"tags=22%, list=10%, signal=20%","120892/5027/6546/817/2729/567/5025/3759/287/1140/84941/6714/1906/215/706"
